"fixed","align-left","align-left href","align-left 2","align-left href 2","align-right","align-right 2","align-right 3","align-right 5"
"632","Brock Burke","https://www.fangraphs.com/players/brock-burke/17968/stats","TEX","https://www.fangraphs.com/teams/rangers","35.2","0.0","0.2","0.2"
"633","Sam Bachman","https://www.fangraphs.com/players/sam-bachman/29754/stats","LAA","https://www.fangraphs.com/teams/angels","17.0","0.0","0.2","0.2"
"634","Miguel Castro","https://www.fangraphs.com/players/miguel-castro/15684/stats","ARI","https://www.fangraphs.com/teams/diamondbacks","36.1","0.0","0.2","0.2"
"635","Sam Hentges","https://www.fangraphs.com/players/sam-hentges/18548/stats","CLE","https://www.fangraphs.com/teams/guardians","23.1","0.0","0.2","0.2"
"636","Kyle Wright","https://www.fangraphs.com/players/kyle-wright/19665/stats","ATL","https://www.fangraphs.com/teams/braves","18.2","0.0","0.2","0.2"
"637","Josh Staumont","https://www.fangraphs.com/players/josh-staumont/18335/stats","KCR","https://www.fangraphs.com/teams/royals","20.0","0.0","0.1","0.1"
"638","Mike Moustakas","https://www.fangraphs.com/players/mike-moustakas/4892/stats","- - -","","176","0.1","","0.1"
"639","Ernie Clement","https://www.fangraphs.com/players/ernie-clement/20352/stats","TOR","https://www.fangraphs.com/teams/blue-jays","9","1.0","0.2","0.1"
"640","Phil Bickford","https://www.fangraphs.com/players/phil-bickford/18519/stats","LAD","https://www.fangraphs.com/teams/dodgers","34.0","0.0","0.1","0.1"
"641","Luis Cessa","https://www.fangraphs.com/players/luis-cessa/13345/stats","CIN","https://www.fangraphs.com/teams/reds","26.0","0.0","0.1","0.1"
"642","Gavin Williams","https://www.fangraphs.com/players/gavin-williams/30122/stats","CLE","https://www.fangraphs.com/teams/guardians","24.2","0.0","0.1","0.1"
"643","Chris Murphy","https://www.fangraphs.com/players/chris-murphy/26214/stats","BOS","https://www.fangraphs.com/teams/red-sox","16.2","0.0","0.1","0.1"
"644","Xzavion Curry","https://www.fangraphs.com/players/xzavion-curry/25595/stats","CLE","https://www.fangraphs.com/teams/guardians","46.1","0.0","0.1","0.1"
"645","John King","https://www.fangraphs.com/players/john-king/22051/stats","TEX","https://www.fangraphs.com/teams/rangers","18.2","0.0","0.1","0.1"
"646","Yerry De Los Santos","https://www.fangraphs.com/players/yerry-de-los-santos/21420/stats","PIT","https://www.fangraphs.com/teams/pirates","12.2","0.0","0.1","0.1"
"647","José Cisnero","https://www.fangraphs.com/players/jose-cisnero/6399/stats","DET","https://www.fangraphs.com/teams/tigers","34.0","0.0","0.1","0.1"
"648","Jonathan Davis","https://www.fangraphs.com/players/jonathan-davis/15104/stats","MIA","https://www.fangraphs.com/teams/marlins","104","0.1","","0.1"
"649","Ildemaro Vargas","https://www.fangraphs.com/players/ildemaro-vargas/13324/stats","WSN","https://www.fangraphs.com/teams/nationals","93","1.0","0.1","0.1"
"650","Matt Koch","https://www.fangraphs.com/players/matt-koch/13420/stats","COL","https://www.fangraphs.com/teams/rockies","6.2","0.0","0.1","0.1"
"651","Amed Rosario","https://www.fangraphs.com/players/amed-rosario/15518/stats","CLE","https://www.fangraphs.com/teams/guardians","366","0.1","","0.1"
"652","Brett Kennedy","https://www.fangraphs.com/players/brett-kennedy/17877/stats","CIN","https://www.fangraphs.com/teams/reds","5.0","0.0","0.1","0.1"
"653","Miguel Vargas","https://www.fangraphs.com/players/miguel-vargas/20178/stats","LAD","https://www.fangraphs.com/teams/dodgers","304","0.1","","0.1"
"654","George Soriano","https://www.fangraphs.com/players/george-soriano/21863/stats","MIA","https://www.fangraphs.com/teams/marlins","15.2","0.0","0.1","0.1"
"655","Zack Thompson","https://www.fangraphs.com/players/zack-thompson/25918/stats","STL","https://www.fangraphs.com/teams/cardinals","11.2","0.0","0.1","0.1"
"656","Emmanuel Rivera","https://www.fangraphs.com/players/emmanuel-rivera/19890/stats","ARI","https://www.fangraphs.com/teams/diamondbacks","172","0.1","","0.1"
"657","Danny Young","https://www.fangraphs.com/players/danny-young/18439/stats","ATL","https://www.fangraphs.com/teams/braves","8.1","0.0","0.1","0.1"
"658","Sam Long","https://www.fangraphs.com/players/sammy-long/25379/stats","OAK","https://www.fangraphs.com/teams/athletics","33.0","0.0","0.1","0.1"
"659","Ryan Sherriff","https://www.fangraphs.com/players/ryan-sherriff/12249/stats","BOS","https://www.fangraphs.com/teams/red-sox","6.2","0.0","0.1","0.1"
"660","Zack Littell","https://www.fangraphs.com/players/zack-littell/15823/stats","- - -","","19.1","0.0","0.1","0.1"
"661","Derek Law","https://www.fangraphs.com/players/derek-law/13133/stats","CIN","https://www.fangraphs.com/teams/reds","25.0","0.0","0.1","0.1"
"662","Joey Bart","https://www.fangraphs.com/players/joey-bart/21524/stats","SFG","https://www.fangraphs.com/teams/giants","84","0.1","","0.1"
"663","Garrett Hampson","https://www.fangraphs.com/players/garrett-hampson/19262/stats","MIA","https://www.fangraphs.com/teams/marlins","147","0.1","","0.1"
"664","Ian Kennedy","https://www.fangraphs.com/players/ian-kennedy/6986/stats","TEX","https://www.fangraphs.com/teams/rangers","10.0","0.0","0.1","0.1"
"665","Chasen Shreve","https://www.fangraphs.com/players/chasen-shreve/10855/stats","DET","https://www.fangraphs.com/teams/tigers","33.0","0.0","0.1","0.1"
"666","Aaron Loup","https://www.fangraphs.com/players/aaron-loup/10343/stats","LAA","https://www.fangraphs.com/teams/angels","24.2","0.0","0.1","0.1"
"667","Justin Bruihl","https://www.fangraphs.com/players/justin-bruihl/23779/stats","LAD","https://www.fangraphs.com/teams/dodgers","19.1","0.0","0.1","0.1"
"668","Touki Toussaint","https://www.fangraphs.com/players/touki-toussaint/16929/stats","- - -","","18.2","0.0","0.1","0.1"
"669","Ryan Weathers","https://www.fangraphs.com/players/ryan-weathers/23796/stats","SDP","https://www.fangraphs.com/teams/padres","40.0","0.0","0.1","0.1"
"670","Christian Arroyo","https://www.fangraphs.com/players/christian-arroyo/16434/stats","BOS","https://www.fangraphs.com/teams/red-sox","173","0.1","","0.1"
"671","Tylor Megill","https://www.fangraphs.com/players/tylor-megill/21318/stats","NYM","https://www.fangraphs.com/teams/mets","71.1","0.0","0.1","0.1"
"672","Jahmai Jones","https://www.fangraphs.com/players/jahmai-jones/18872/stats","MIL","https://www.fangraphs.com/teams/brewers","5","0.1","","0.1"
"673","Levi Stoudt","https://www.fangraphs.com/players/levi-stoudt/25650/stats","CIN","https://www.fangraphs.com/teams/reds","10.0","0.0","0.1","0.1"
"674","Luis F. Ortiz","https://www.fangraphs.com/players/luis-ortiz/16942/stats","PHI","https://www.fangraphs.com/teams/phillies","13.0","0.0","0.1","0.1"
"675","Vinnie Pasquantino","https://www.fangraphs.com/players/vinnie-pasquantino/27676/stats","KCR","https://www.fangraphs.com/teams/royals","260","0.1","","0.1"
"676","Luis Guillorme","https://www.fangraphs.com/players/luis-guillorme/16451/stats","NYM","https://www.fangraphs.com/teams/mets","103","1.0","0.1","0.1"
"677","Trent Thornton","https://www.fangraphs.com/players/trent-thornton/17948/stats","TOR","https://www.fangraphs.com/teams/blue-jays","5.1","0.0","0.1","0.1"
"678","Ben Rortvedt","https://www.fangraphs.com/players/ben-rortvedt/20287/stats","NYY","https://www.fangraphs.com/teams/yankees","9","0.1","","0.1"
"679","Jason Adam","https://www.fangraphs.com/players/jason-adam/11861/stats","TBR","https://www.fangraphs.com/teams/rays","37.1","0.0","0.1","0.1"
"680","Dalton Guthrie","https://www.fangraphs.com/players/dalton-guthrie/21293/stats","PHI","https://www.fangraphs.com/teams/phillies","28","0.1","","0.1"
"681","Luis García","https://www.fangraphs.com/players/luis-garcia/6984/stats","SDP","https://www.fangraphs.com/teams/padres","30.2","0.0","0.1","0.1"
"682","Alan Busenitz","https://www.fangraphs.com/players/alan-busenitz/15239/stats","CIN","https://www.fangraphs.com/teams/reds","4.0","0.0","0.1","0.1"
"683","Pablo Reyes","https://www.fangraphs.com/players/pablo-reyes/16357/stats","BOS","https://www.fangraphs.com/teams/red-sox","72","1.0","0.1","0.1"
"684","Pierce Johnson","https://www.fangraphs.com/players/pierce-johnson/13435/stats","COL","https://www.fangraphs.com/teams/rockies","34.2","0.0","0.1","0.1"
"685","Giovanny Gallegos","https://www.fangraphs.com/players/giovanny-gallegos/14986/stats","STL","https://www.fangraphs.com/teams/cardinals","36.0","0.0","0.1","0.1"
"686","Taylor Rogers","https://www.fangraphs.com/players/taylor-rogers/13449/stats","SFG","https://www.fangraphs.com/teams/giants","30.0","0.0","0.1","0.1"
"687","Cody Morris","https://www.fangraphs.com/players/cody-morris/25388/stats","CLE","https://www.fangraphs.com/teams/guardians","2.0","0.0","0.1","0.1"
"688","Alfonso Rivas","https://www.fangraphs.com/players/alfonso-rivas/21560/stats","SDP","https://www.fangraphs.com/teams/padres","8","0.1","","0.1"
"689","Tayler Saucedo","https://www.fangraphs.com/players/tayler-saucedo/17888/stats","SEA","https://www.fangraphs.com/teams/mariners","23.0","0.0","0.1","0.1"
"690","Nick Mears","https://www.fangraphs.com/players/nick-mears/25376/stats","COL","https://www.fangraphs.com/teams/rockies","7.0","0.0","0.1","0.1"
"691","Adam Kolarek","https://www.fangraphs.com/players/adam-kolarek/10843/stats","LAD","https://www.fangraphs.com/teams/dodgers","1.1","0.0","0.1","0.1"
"692","Shawn Dubin","https://www.fangraphs.com/players/shawn-dubin/24977/stats","HOU","https://www.fangraphs.com/teams/astros","9.0","0.0","0.1","0.1"
"693","Thomas Pannone","https://www.fangraphs.com/players/thomas-pannone/17281/stats","MIL","https://www.fangraphs.com/teams/brewers","2.2","0.0","0.1","0.1"
"694","Xavier Edwards","https://www.fangraphs.com/players/xavier-edwards/22266/stats","MIA","https://www.fangraphs.com/teams/marlins","22","0.1","","0.1"
"695","Jonathan Heasley","https://www.fangraphs.com/players/jon-heasley/22224/stats","KCR","https://www.fangraphs.com/teams/royals","4.2","0.0","0.1","0.1"
"696","Andrew Velazquez","https://www.fangraphs.com/players/andrew-velazquez/14196/stats","LAA","https://www.fangraphs.com/teams/angels","45","0.1","","0.1"
"697","Mitch White","https://www.fangraphs.com/players/mitch-white/19225/stats","TOR","https://www.fangraphs.com/teams/blue-jays","9.2","0.0","0.1","0.1"
"698","Kirby Yates","https://www.fangraphs.com/players/kirby-yates/9073/stats","ATL","https://www.fangraphs.com/teams/braves","33.1","0.0","0.1","0.1"
"699","José Soriano","https://www.fangraphs.com/players/jose-soriano/22100/stats","LAA","https://www.fangraphs.com/teams/angels","14.0","0.0","0.1","0.1"
"700","Nathan Lukes","https://www.fangraphs.com/players/nathan-lukes/18123/stats","TOR","https://www.fangraphs.com/teams/blue-jays","24","0.1","","0.1"
"701","Yunior Marte","https://www.fangraphs.com/players/yunior-marte/14416/stats","PHI","https://www.fangraphs.com/teams/phillies","23.2","0.0","0.1","0.1"
"702","Matt Barnes","https://www.fangraphs.com/players/matt-barnes/12863/stats","MIA","https://www.fangraphs.com/teams/marlins","21.1","0.0","0.1","0.1"
"703","Silvino Bracho","https://www.fangraphs.com/players/silvino-bracho/15051/stats","CIN","https://www.fangraphs.com/teams/reds","7.1","0.0","0.1","0.1"
"704","Braden Bristo","https://www.fangraphs.com/players/braden-bristo/20494/stats","- - -","","7.0","0.0","0.1","0.1"
"705","Nick Robertson","https://www.fangraphs.com/players/nick-robertson/26226/stats","LAD","https://www.fangraphs.com/teams/dodgers","8.2","0.0","0.1","0.1"
"706","Tim Herrin","https://www.fangraphs.com/players/tim-herrin/25139/stats","CLE","https://www.fangraphs.com/teams/guardians","21.1","0.0","0.1","0.1"
"707","Conner Capel","https://www.fangraphs.com/players/conner-capel/19983/stats","OAK","https://www.fangraphs.com/teams/athletics","86","0.1","","0.1"
"708","Luis Matos","https://www.fangraphs.com/players/luis-matos/26467/stats","SFG","https://www.fangraphs.com/teams/giants","81","0.1","","0.1"
"709","Taylor Motter","https://www.fangraphs.com/players/taylor-motter/12399/stats","STL","https://www.fangraphs.com/teams/cardinals","22","0.1","","0.1"
"710","Austin Pruitt","https://www.fangraphs.com/players/austin-pruitt/15290/stats","OAK","https://www.fangraphs.com/teams/athletics","32.1","0.0","0.1","0.1"
"711","Grant Hartwig","https://www.fangraphs.com/players/grant-hartwig/29946/stats","NYM","https://www.fangraphs.com/teams/mets","11.1","0.0","0.1","0.1"
"712","Packy Naughton","https://www.fangraphs.com/players/packy-naughton/23292/stats","STL","https://www.fangraphs.com/teams/cardinals","5.0","0.0","0.1","0.1"
"713","Charlie Blackmon","https://www.fangraphs.com/players/charlie-blackmon/7859/stats","COL","https://www.fangraphs.com/teams/rockies","242","0.1","","0.1"
"714","Ryan Borucki","https://www.fangraphs.com/players/ryan-borucki/16350/stats","PIT","https://www.fangraphs.com/teams/pirates","7.1","0.0","0.1","0.1"
"715","Mike Baumann","https://www.fangraphs.com/players/mike-baumann/20206/stats","BAL","https://www.fangraphs.com/teams/orioles","42.0","0.0","0.1","0.1"
"716","Collin McHugh","https://www.fangraphs.com/players/collin-mchugh/7531/stats","ATL","https://www.fangraphs.com/teams/braves","35.2","0.0","0.1","0.1"
"717","Bo Naylor","https://www.fangraphs.com/players/bo-naylor/21865/stats","CLE","https://www.fangraphs.com/teams/guardians","56","0.1","","0.1"
"718","Michael Chavis","https://www.fangraphs.com/players/michael-chavis/17321/stats","WSN","https://www.fangraphs.com/teams/nationals","51","0.1","","0.1"
"719","Ben Heller","https://www.fangraphs.com/players/ben-heller/15100/stats","ATL","https://www.fangraphs.com/teams/braves","8.2","0.0","0.1","0.1"
"720","Roansy Contreras","https://www.fangraphs.com/players/roansy-contreras/22810/stats","PIT","https://www.fangraphs.com/teams/pirates","68.1","0.0","0.1","0.1"
"721","Sean Hjelle","https://www.fangraphs.com/players/sean-hjelle/21481/stats","SFG","https://www.fangraphs.com/teams/giants","17.1","0.0","0.1","0.1"
"722","Shintaro Fujinami","https://www.fangraphs.com/players/shintaro-fujinami/31839/stats","OAK","https://www.fangraphs.com/teams/athletics","45.0","0.0","0.1","0.1"
"723","Iván Herrera","https://www.fangraphs.com/players/ivan-herrera/20599/stats","STL","https://www.fangraphs.com/teams/cardinals","9","0.1","","0.1"
"724","Tayler Scott","https://www.fangraphs.com/players/tayler-scott/13652/stats","- - -","","8.0","0.0","0.1","0.1"
"725","Yohan Ramirez","https://www.fangraphs.com/players/yohan-ramirez/19444/stats","PIT","https://www.fangraphs.com/teams/pirates","27.0","0.0","0.1","0.1"
"726","Daniel Palencia","https://www.fangraphs.com/players/daniel-palencia/27914/stats","CHC","https://www.fangraphs.com/teams/cubs","3.0","0.0","0.1","0.1"
"727","Brandon Walter","https://www.fangraphs.com/players/brandon-walter/26056/stats","BOS","https://www.fangraphs.com/teams/red-sox","11.2","0.0","0.1","0.1"
"728","Nelson Velázquez","https://www.fangraphs.com/players/nelson-velazquez/23359/stats","CHC","https://www.fangraphs.com/teams/cubs","32","0.1","","0.1"
"729","Jackson Kowar","https://www.fangraphs.com/players/jackson-kowar/21549/stats","KCR","https://www.fangraphs.com/teams/royals","11.2","0.0","0.1","0.1"
"730","Zack Burdi","https://www.fangraphs.com/players/zack-burdi/19159/stats","TBR","https://www.fangraphs.com/teams/rays","4.0","0.0","0.1","0.1"
"731","Joe Mantiply","https://www.fangraphs.com/players/joe-mantiply/14857/stats","ARI","https://www.fangraphs.com/teams/diamondbacks","15.2","0.0","0.1","0.1"
"732","Ryan McKenna","https://www.fangraphs.com/players/ryan-mckenna/19928/stats","BAL","https://www.fangraphs.com/teams/orioles","89","1.0","0.1","0.1"
"733","Nick Pratto","https://www.fangraphs.com/players/nick-pratto/22117/stats","KCR","https://www.fangraphs.com/teams/royals","257","0.1","","0.1"
"734","Mauricio Llovera","https://www.fangraphs.com/players/mauricio-llovera/20080/stats","SFG","https://www.fangraphs.com/teams/giants","2.0","0.0","0.1","0.1"
"735","Martín Pérez","https://www.fangraphs.com/players/martin-perez/6902/stats","TEX","https://www.fangraphs.com/teams/rangers","91.2","0.0","0.1","0.1"
"736","Carlos Pérez","https://www.fangraphs.com/players/carlos-perez/10642/stats","OAK","https://www.fangraphs.com/teams/athletics","140","1.2","0.1","0.1"
"737","Luis Rengifo","https://www.fangraphs.com/players/luis-rengifo/19858/stats","LAA","https://www.fangraphs.com/teams/angels","247","0.1","","0.1"
"738","Thomas Hatch","https://www.fangraphs.com/players/thomas-hatch/19264/stats","TOR","https://www.fangraphs.com/teams/blue-jays","4.0","0.0","0.1","0.1"
"739","Abner Uribe","https://www.fangraphs.com/players/abner-uribe/25327/stats","MIL","https://www.fangraphs.com/teams/brewers","2.0","0.0","0.1","0.1"
"740","Jesse Scholtens","https://www.fangraphs.com/players/jesse-scholtens/19205/stats","CHW","https://www.fangraphs.com/teams/white-sox","31.1","0.0","0.1","0.1"
"741","Joey Lucchesi","https://www.fangraphs.com/players/joey-lucchesi/19320/stats","NYM","https://www.fangraphs.com/teams/mets","22.1","0.0","0.1","0.1"
"742","Collin Snider","https://www.fangraphs.com/players/collin-snider/23307/stats","KCR","https://www.fangraphs.com/teams/royals","3.2","0.0","0.1","0.1"
"743","Jhony Brito","https://www.fangraphs.com/players/jhony-brito/25386/stats","NYY","https://www.fangraphs.com/teams/yankees","51.2","0.0","0.1","0.1"
"744","Pedro Avila","https://www.fangraphs.com/players/pedro-avila/18864/stats","SDP","https://www.fangraphs.com/teams/padres","3.0","0.0","0.0","0.0"
"745","Jonah Bride","https://www.fangraphs.com/players/jonah-bride/24703/stats","OAK","https://www.fangraphs.com/teams/athletics","63","0.0","","0.0"
"746","Tyler Gilbert","https://www.fangraphs.com/players/tyler-gilbert/17964/stats","ARI","https://www.fangraphs.com/teams/diamondbacks","3.0","0.0","0.0","0.0"
"747","Tyler Alexander","https://www.fangraphs.com/players/tyler-alexander/17735/stats","DET","https://www.fangraphs.com/teams/tigers","44.0","0.0","0.0","0.0"
"748","Abraham Toro","https://www.fangraphs.com/players/abraham-toro/19844/stats","MIL","https://www.fangraphs.com/teams/brewers","9","0.0","","0.0"
"749","Drew Waters","https://www.fangraphs.com/players/drew-waters/20505/stats","KCR","https://www.fangraphs.com/teams/royals","123","0.0","","0.0"
"750","Michael Stefanic","https://www.fangraphs.com/players/michael-stefanic/25353/stats","LAA","https://www.fangraphs.com/teams/angels","8","0.0","","0.0"
"751","Daniel Hudson","https://www.fangraphs.com/players/daniel-hudson/7146/stats","LAD","https://www.fangraphs.com/teams/dodgers","3.0","0.0","0.0","0.0"
"752","Drew Maggi","https://www.fangraphs.com/players/drew-maggi/11381/stats","PIT","https://www.fangraphs.com/teams/pirates","6","0.0","","0.0"
"753","Tucker Barnhart","https://www.fangraphs.com/players/tucker-barnhart/10200/stats","CHC","https://www.fangraphs.com/teams/cubs","106","1.0","0.0","0.0"
"754","Peyton Battenfield","https://www.fangraphs.com/players/peyton-battenfield/25777/stats","CLE","https://www.fangraphs.com/teams/guardians","34.2","0.0","0.0","0.0"
"755","Gavin Stone","https://www.fangraphs.com/players/gavin-stone/27792/stats","LAD","https://www.fangraphs.com/teams/dodgers","12.0","0.0","0.0","0.0"
"756","Anthony Kay","https://www.fangraphs.com/players/anthony-kay/20387/stats","CHC","https://www.fangraphs.com/teams/cubs","5.2","0.0","0.0","0.0"
"757","Keegan Thompson","https://www.fangraphs.com/players/keegan-thompson/19795/stats","CHC","https://www.fangraphs.com/teams/cubs","21.1","0.0","0.0","0.0"
"758","Carlos Pérez","https://www.fangraphs.com/players/carlos-perez/20805/stats","CHW","https://www.fangraphs.com/teams/white-sox","8","0.0","","0.0"
"759","Shelby Miller","https://www.fangraphs.com/players/shelby-miller/10197/stats","LAD","https://www.fangraphs.com/teams/dodgers","1","30.0","0.0","0.0"
"760","JoJo Romero","https://www.fangraphs.com/players/jojo-romero/19574/stats","STL","https://www.fangraphs.com/teams/cardinals","12.1","0.0","0.0","0.0"
"761","Tyler Cyr","https://www.fangraphs.com/players/tyler-cyr/18421/stats","LAD","https://www.fangraphs.com/teams/dodgers","1.2","0.0","0.0","0.0"
"762","Jay Jackson","https://www.fangraphs.com/players/jay-jackson/7432/stats","TOR","https://www.fangraphs.com/teams/blue-jays","7.0","0.0","0.0","0.0"
"763","Brent Headrick","https://www.fangraphs.com/players/brent-headrick/27702/stats","MIN","https://www.fangraphs.com/teams/twins","15.0","0.0","0.0","0.0"
"764","Matt Manning","https://www.fangraphs.com/players/matt-manning/20369/stats","DET","https://www.fangraphs.com/teams/tigers","29.0","0.0","0.0","0.0"
"765","Starling Marte","https://www.fangraphs.com/players/starling-marte/9241/stats","NYM","https://www.fangraphs.com/teams/mets","326","0.0","","0.0"
"766","Vinny Nittoli","https://www.fangraphs.com/players/vinny-nittoli/16754/stats","NYM","https://www.fangraphs.com/teams/mets","1.2","0.0","0.0","0.0"
"767","Manny Piña","https://www.fangraphs.com/players/manny-pina/2829/stats","OAK","https://www.fangraphs.com/teams/athletics","12","0.0","","0.0"
"768","Michael Kopech","https://www.fangraphs.com/players/michael-kopech/17282/stats","CHW","https://www.fangraphs.com/teams/white-sox","86.0","0.0","0.0","0.0"
"769","Guillermo Zuñiga","https://www.fangraphs.com/players/guillermo-zuniga/19588/stats","STL","https://www.fangraphs.com/teams/cardinals","1.0","0.0","0.0","0.0"
"770","Jake Cave","https://www.fangraphs.com/players/jake-cave/14477/stats","PHI","https://www.fangraphs.com/teams/phillies","70","0.0","","0.0"
"771","Cody Thomas","https://www.fangraphs.com/players/cody-thomas/19828/stats","OAK","https://www.fangraphs.com/teams/athletics","7","0.0","","0.0"
"772","Yency Almonte","https://www.fangraphs.com/players/yency-almonte/15068/stats","LAD","https://www.fangraphs.com/teams/dodgers","36.2","0.0","0.0","0.0"
"773","Nicholas Padilla","https://www.fangraphs.com/players/nicholas-padilla/21327/stats","CHW","https://www.fangraphs.com/teams/white-sox","4.2","0.0","0.0","0.0"
"774","Penn Murfee","https://www.fangraphs.com/players/penn-murfee/25174/stats","SEA","https://www.fangraphs.com/teams/mariners","14.0","0.0","0.0","0.0"
"775","José Lopez","https://www.fangraphs.com/players/jose-lopez/22982/stats","TBR","https://www.fangraphs.com/teams/rays","2.0","0.0","0.0","0.0"
"776","Jacob Amaya","https://www.fangraphs.com/players/jacob-amaya/23296/stats","MIA","https://www.fangraphs.com/teams/marlins","9","0.0","","0.0"
"777","Jimmy Yacabonis","https://www.fangraphs.com/players/jimmy-yacabonis/15157/stats","NYM","https://www.fangraphs.com/teams/mets","9.0","0.0","0.0","0.0"
"778","Bryan Hudson","https://www.fangraphs.com/players/bryan-hudson/19924/stats","LAD","https://www.fangraphs.com/teams/dodgers","3.2","0.0","0.0","0.0"
"779","Angel Felipe","https://www.fangraphs.com/players/angel-felipe/21163/stats","OAK","https://www.fangraphs.com/teams/athletics","2.0","0.0","0.0","0.0"
"780","Chi Chi González","https://www.fangraphs.com/players/chi-chi-gonzalez/14663/stats","MIA","https://www.fangraphs.com/teams/marlins","2.2","0.0","0.0","0.0"
"781","Adrián Martínez","https://www.fangraphs.com/players/adrian-martinez/21023/stats","OAK","https://www.fangraphs.com/teams/athletics","23.2","0.0","0.0","0.0"
"782","Eduard Bazardo","https://www.fangraphs.com/players/eduard-bazardo/20997/stats","BAL","https://www.fangraphs.com/teams/orioles","2.0","0.0","0.0","0.0"
"783","Jeter Downs","https://www.fangraphs.com/players/jeter-downs/22202/stats","WSN","https://www.fangraphs.com/teams/nationals","2","0.0","","0.0"
"784","Ryan Walker","https://www.fangraphs.com/players/ryan-walker/20423/stats","SFG","https://www.fangraphs.com/teams/giants","23.0","0.0","0.0","0.0"
"785","Jose A. Ferrer","https://www.fangraphs.com/players/jose-a-ferrer/24017/stats","WSN","https://www.fangraphs.com/teams/nationals","5.0","0.0","0.0","0.0"
"786","Trey Wingenter","https://www.fangraphs.com/players/trey-wingenter/17793/stats","DET","https://www.fangraphs.com/teams/tigers","4.1","0.0","0.0","0.0"
"787","Spencer Horwitz","https://www.fangraphs.com/players/spencer-horwitz/26477/stats","TOR","https://www.fangraphs.com/teams/blue-jays","10","0.0","","0.0"
"788","Joe La Sorsa","https://www.fangraphs.com/players/joe-lasorsa/25481/stats","- - -","","8.1","0.0","0.0","0.0"
"789","Michael Rucker","https://www.fangraphs.com/players/michael-rucker/19454/stats","CHC","https://www.fangraphs.com/teams/cubs","35.1","0.0","0.0","0.0"
"790","DJ Stewart","https://www.fangraphs.com/players/dj-stewart/17766/stats","NYM","https://www.fangraphs.com/teams/mets","6","0.0","","0.0"
"791","Konnor Pilkington","https://www.fangraphs.com/players/konnor-pilkington/21453/stats","CLE","https://www.fangraphs.com/teams/guardians","2.0","0.0","0.0","0.0"
"792","Caleb Kilian","https://www.fangraphs.com/players/caleb-kilian/26213/stats","CHC","https://www.fangraphs.com/teams/cubs","3.1","0.0","0.0","0.0"
"793","DL Hall","https://www.fangraphs.com/players/dl-hall/22207/stats","BAL","https://www.fangraphs.com/teams/orioles","3.0","0.0","0.0","0.0"
"794","Isaiah Campbell","https://www.fangraphs.com/players/isaiah-campbell/25551/stats","SEA","https://www.fangraphs.com/teams/mariners","1.0","0.0","0.0","0.0"
"795","Jordan Diaz","https://www.fangraphs.com/players/jordan-diaz/22650/stats","OAK","https://www.fangraphs.com/teams/athletics","100","0.0","","0.0"
"796","Kody Clemens","https://www.fangraphs.com/players/kody-clemens/20572/stats","PHI","https://www.fangraphs.com/teams/phillies","148","2.2","0.0","0.0"
"797","Parker Mushinski","https://www.fangraphs.com/players/parker-mushinski/21324/stats","HOU","https://www.fangraphs.com/teams/astros","4.1","0.0","0.0","0.0"
"798","Chris Vallimont","https://www.fangraphs.com/players/chris-vallimont/24935/stats","BAL","https://www.fangraphs.com/teams/orioles","0.2","0.0","0.0","0.0"
"799","Heath Hembree","https://www.fangraphs.com/players/heath-hembree/11632/stats","TBR","https://www.fangraphs.com/teams/rays","1.1","0.0","0.0","0.0"
"800","Brandon Bielak","https://www.fangraphs.com/players/brandon-bielak/19866/stats","HOU","https://www.fangraphs.com/teams/astros","59.1","0.0","0.0","0.0"
"801","Zach Muckenhirn","https://www.fangraphs.com/players/zach-muckenhirn/20209/stats","NYM","https://www.fangraphs.com/teams/mets","6.0","0.0","0.0","0.0"
"802","Calvin Faucher","https://www.fangraphs.com/players/calvin-faucher/20116/stats","TBR","https://www.fangraphs.com/teams/rays","19.0","0.0","0.0","0.0"
"803","Ricky Karcher","https://www.fangraphs.com/players/ricky-karcher/23449/stats","CIN","https://www.fangraphs.com/teams/reds","1.0","0.0","0.0","0.0"
"804","Colton Cowser","https://www.fangraphs.com/players/colton-cowser/29591/stats","BAL","https://www.fangraphs.com/teams/orioles","21","0.0","","0.0"
"805","Matt Gage","https://www.fangraphs.com/players/matt-gage/17381/stats","HOU","https://www.fangraphs.com/teams/astros","6.2","0.0","0.0","0.0"
"806","Paolo Espino","https://www.fangraphs.com/players/paolo-espino/8246/stats","WSN","https://www.fangraphs.com/teams/nationals","0.2","0.0","0.0","0.0"
"807","Billy Hamilton","https://www.fangraphs.com/players/billy-hamilton/10199/stats","CHW","https://www.fangraphs.com/teams/white-sox","2","0.0","","0.0"
"808","DJ LeMahieu","https://www.fangraphs.com/players/dj-lemahieu/9874/stats","NYY","https://www.fangraphs.com/teams/yankees","305","0.0","","0.0"
"809","Nick Burdi","https://www.fangraphs.com/players/nick-burdi/16074/stats","CHC","https://www.fangraphs.com/teams/cubs","3.0","0.0","0.0","0.0"
"810","José Rodríguez","https://www.fangraphs.com/players/jose-rodriguez/17860/stats","SEA","https://www.fangraphs.com/teams/mariners","3.0","0.0","0.0","0.0"
"811","Avisaíl García","https://www.fangraphs.com/players/avisail-garcia/5760/stats","MIA","https://www.fangraphs.com/teams/marlins","76","0.0","","0.0"
"812","Matt Beaty","https://www.fangraphs.com/players/matt-beaty/17710/stats","- - -","","11","1.0","0.0","0.0"
