Steve Balboni All-Stars
Players with 10 or more seasons and less than 0.5 war per season.
2023-02-26 18:01:38.020
741 rows

Dante Bichette             5.65 14 (1988-2001) CAL,MIL,COL,BOS,CIN
Tim Foli                   5.65 16 (1970-1985) NYM,MON,SFG,PIT,CAL,NYY
Randy Moffitt              5.65 12 (1972-1983) SFG,HOU,TOR
Dennys Reyes               5.65 15 (1997-2011) LAD,CIN,COL,TEX,PIT,ARI,KCR,SDP,MIN,STL,BOS
Ivy Olson                   5.7 14 (1911-1924) CLE,BRO,CIN
Mariano Duncan             5.75 12 (1985-1997) LAD,CIN,PHI,NYY,TOR
Jose Pagan                 5.75 15 (1959-1973) SFG,PIT,PHI
Mike Pelfrey               5.75 12 (2006-2017) NYM,MIN,CHW,DET
Chad Qualls                5.75 14 (2004-2017) HOU,ARI,TBR,SDP,PHI,PIT,NYY,MIA,COL
Ty Cline                    5.8 12 (1960-1971) CLE,MLN,CHC,ATL,SFG,MON,CIN
Johnny Groth                5.8 15 (1946-1960) DET,SLB,CHW,WSH,KCA
Guillermo Mota             5.85 14 (1999-2012) MON,LAD,FLA,CLE,NYM,MIL,SFG
Mike Bielecki               5.9 14 (1984-1997) PIT,CHC,ATL,CLE,CAL
Bill Hallman                5.9 12 (1888-1903) PHI,STL,BRO,CLE
Jarrod Saltalamacchia       5.9 12 (2007-2018) TEX,ATL,BOS,MIA,ARI,DET,TOR
Edinson Volquez             5.9 15 (2005-2020) CIN,SDP,LAD,PIT,KCR,MIA,TEX
Kevin Young                 5.9 12 (1992-2003) PIT,KCR
Wil Cordero                5.95 14 (1992-2005) MON,BOS,CHW,CLE,PIT,FLA,WSN
Peter Moylan               5.95 12 (2006-2018) ATL,LAD,KCR
Billy Ripken               5.95 12 (1987-1998) BAL,TEX,CLE,DET
Jim Dwyer                   6.0 18 (1973-1990) STL,MON,NYM,SFG,BOS,BAL,MIN
John Cangelosi             6.05 13 (1985-1999) CHW,PIT,TEX,NYM,HOU,FLA,COL
Rafael Ramirez             6.05 13 (1980-1992) ATL,HOU
Alberto Reyes              6.05 13 (1995-2008) MIL,BAL,LAD,PIT,STL,TBD,TBR,NYY
Cesar Izturis               6.1 13 (2001-2013) TOR,LAD,CHC,PIT,STL,BAL,WSN,MIL,CIN
Herm Wehmeier               6.1 13 (1945-1958) CIN,PHI,STL,DET
Kyle Farnsworth            6.15 16 (1999-2014) CHC,DET,ATL,NYY,KCR,TBR,PIT,HOU,NYM
Jerry Hairston             6.15 13 (1973-1989) CHW,PIT
Homer Bailey                6.2 14 (2007-2020) CIN,KCR,OAK,MIN
Kevin Elster                6.2 13 (1986-2000) NYM,NYY,PHI,TEX,PIT,LAD
John Vander Wal             6.2 14 (1991-2004) MON,COL,SDP,PIT,SFG,NYY,MIL,CIN
Eddie Ainsmith             6.25 15 (1910-1924) WSH,DET,STL,BRO,NYG
Bill Dietrich              6.25 16 (1933-1948) PHA,WSH,CHW
Deron Johnson              6.25 16 (1960-1976) NYY,KCA,CIN,ATL,PHI,OAK,BOS,MIL,CHW
Tom Lampkin                6.25 13 (1988-2002) CLE,SDP,MIL,SFG,STL,SEA
Jerry Blevins               6.3 13 (2007-2019) OAK,WSN,NYM,ATL
Chris Cannizzaro            6.3 13 (1960-1974) STL,NYM,PIT,SDP,CHC,LAD
Rex Hudler                  6.3 13 (1984-1998) NYY,BAL,MON,STL,CAL,PHI
Mike Redmond                6.3 13 (1998-2010) FLA,MIN,CLE
John McDonald              6.35 16 (1999-2014) CLE,DET,TOR,ARI,BOS,PHI,PIT,LAA
Jose Guillen                6.4 14 (1997-2010) PIT,TBD,CIN,ARI,OAK,ANA,WSN,SEA,KCR,SFG
Derrel Thomas               6.5 15 (1971-1985) HOU,SDP,SFG,LAD,CAL,MON,PHI
Gerald Williams             6.5 14 (1992-2005) NYY,MIL,ATL,TBD,FLA,NYM
Dave Bergman               6.65 17 (1975-1992) NYY,HOU,SFG,DET
Doug Bair                  6.75 15 (1976-1990) PIT,CIN,STL,DET,OAK,PHI,TOR
Buddy Groom                6.75 14 (1992-2005) DET,FLA,OAK,BAL,NYY,ARI
Jackie Hayes                6.8 14 (1927-1940) WSH,CHW
Jason Marquis               6.8 15 (2000-2015) ATL,STL,CHC,COL,WSN,ARI,MIN,SDP,CIN
Andy Hassler                6.9 14 (1971-1985) CAL,KCR,NYM,BOS,PIT,STL
Alex Cora                  6.95 14 (1998-2011) LAD,BOS,CLE,NYM,TEX,WSN
Jose Vizcaino               7.0 18 (1989-2006) LAD,CHC,NYM,CLE,SFG,NYY,HOU,STL
Matt Belisle                7.3 15 (2003-2018) CIN,COL,STL,WSN,MIN,CLE
Greg Myers                  7.3 18 (1987-2005) TOR,CAL,MIN,ATL,SDP,BAL,OAK
Fernando Rodney             7.4 17 (2002-2019) DET,LAA,TBR,SEA,CHC,SDP,MIA,ARI,MIN,OAK,WSN
Tom Paciorek               7.55 18 (1970-1987) LAD,ATL,SEA,CHW,NYM,TEX
Bill Robinson              7.55 16 (1966-1983) ATL,NYY,PHI,PIT
Miguel Cairo               7.65 17 (1996-2012) TOR,CHC,TBD,STL,NYY,NYM,SEA,PHI,CIN
Mike Fetters               7.65 16 (1989-2004) MIL,OAK,ANA,LAD,PIT,ARI,CAL,BAL,MIN
Chad Kreuter               7.65 16 (1988-2003) TEX,DET,SEA,CHW,ANA,KCR,LAD
Andrew Miller              7.75 16 (2006-2021) DET,FLA,BOS,BAL,NYY,CLE,STL
Dave Philley                7.9 18 (1941-1962) CHW,PHA,CLE,BAL,DET,PHI,SFG,BOS
Si Johnson                 7.95 17 (1928-1947) CIN,STL,PHI,BSN
Rick Cerone                 8.1 18 (1975-1992) CLE,TOR,NYY,ATL,MIL,BOS,NYM,MON
Dick Schofield              8.5 19 (1953-1971) STL,PIT,SFG,NYY,LAD,BOS,MIL
Jamey Wright               9.15 19 (1996-2014) COL,MIL,STL,SFG,TEX,KCR,SEA,LAD,TBR,CLE
